Altium Designer Pick and Place Locations
F:\Development\Laptop Entwicklung\Shared\OV Tech GmbH\OV Tech GmbH - Cloud\02_Projects\00_Helios\01_Elektronik\01_Module\03_Keyboard\KB-PCB-R02\Project Outputs for KB-PCB-R02\Pick Place for KB-PCB-R02.txt

========================================================================================================================
File Design Information:

Date:       02.03.24
Time:       09:31
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

Designator      Comment                             Layer       Footprint                                                Center-X(mm) Center-Y(mm) Rotation Description                                                                                                               
SW47            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                80.4800      44.1270      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW46            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                63.4070      44.1270      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW45            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                46.3340      44.1270      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW44            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                20.0710      44.1270      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW43            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                251.2180     52.6640      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW42            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                226.1450     61.2000      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW41            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                209.0720     61.2000      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW40            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                191.9990     61.2000      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW39            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                174.9200     61.2000      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW38            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                157.8470     61.2000      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW37            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                140.7730     61.2000      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW36            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                123.7000     61.2000      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW35            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                106.6270     61.2000      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW34            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                89.5540      61.2000      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW33            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                72.4800      61.2000      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW32            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                55.4070      61.2000      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW31            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                38.3340      61.2000      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW30            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                16.7240      61.2000      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW29            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                242.6820     78.2300      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW28            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                217.0880     78.2300      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW27            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                200.0150     78.2300      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW26            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                182.9200     78.2300      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW25            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                165.8470     78.2300      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW24            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                148.7730     78.2300      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW23            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                131.7000     78.2300      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW22            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                114.6270     78.2300      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW21            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                97.5540      78.2300      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW20            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                80.4800      78.2300      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW19            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                63.4060      78.2300      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW18            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                46.3340      78.2300      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW17            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                29.2600      78.2300      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW16            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                12.1870      78.2300      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW5             CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                80.4800      99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW3             CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                46.3340      99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW2             CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                29.2600      99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW1             CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                12.1870      99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW15            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                251.2180     99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW14            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                234.1450     99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW13            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                217.0880     99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW12            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                200.0150     99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW11            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                182.9200     99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW10            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                165.8470     99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW9             CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                148.7730     99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW8             CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                131.7000     99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW7             CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                114.6270     99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW6             CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                97.5540      99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
SW4             CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                63.4060      99.3030      0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
R11             "1k 1%"                             BottomLayer RESC1005X04L                                             110.4199     17.0879      0        "Thick Film Resistors - SMD 1k 1%"                                                                                        
R9              "1k 1%"                             BottomLayer RESC1005X04L                                             130.7214     12.6008      0        "Thick Film Resistors - SMD 1k 1%"                                                                                        
R8              "10k 1%"                            BottomLayer RESC1005X04L                                             130.7502     25.8816      270      "Thick Film Resistors - SMD 10k 1%"                                                                                       
R7              "10k 1%"                            BottomLayer RESC1005X04L                                             122.8000     33.0250      180      "Thick Film Resistors - SMD 10k 1%"                                                                                       
R6              "10k 1%"                            BottomLayer RESC1005X04L                                             138.3816     18.9202      180      "Thick Film Resistors - SMD 10k 1%"                                                                                       
R5              "10k 1%"                            BottomLayer RESC1005X04L                                             132.4502     25.3816      180      "Thick Film Resistors - SMD 10k 1%"                                                                                       
R4              "10k 1%"                            BottomLayer RESC1005X04L                                             125.9000     18.0000      0        "Thick Film Resistors - SMD 10k 1%"                                                                                       
R3              "10k 1%"                            BottomLayer RESC1005X04L                                             117.4171     28.5105      180      "Thick Film Resistors - SMD 10k 1%"                                                                                       
R2              "27R 1%"                            BottomLayer RESC1005X04L                                             117.0024     11.2907      0        "Thick Film Resistors - SMD 27R 1%"                                                                                       
R1              "27R 1%"                            BottomLayer RESC1005X04L                                             117.0057     10.4848      0        "Thick Film Resistors - SMD 27R 1%"                                                                                       
D80             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               254.6160     12.4000      270      "Schottky Diodes & Rectifiers"                                                                                            
D79             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               237.5430     12.4000      270      "Schottky Diodes & Rectifiers"                                                                                            
D78             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               220.4700     12.4000      270      "Schottky Diodes & Rectifiers"                                                                                            
D77             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               203.3970     12.4000      270      "Schottky Diodes & Rectifiers"                                                                                            
D76             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               186.3230     12.4000      270      "Schottky Diodes & Rectifiers"                                                                                            
D75             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               169.2500     12.4000      270      "Schottky Diodes & Rectifiers"                                                                                            
D74             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               152.0270     12.4000      270      "Schottky Diodes & Rectifiers"                                                                                            
D73             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               66.8050      12.4000      270      "Schottky Diodes & Rectifiers"                                                                                            
D72             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               49.7320      12.4000      270      "Schottky Diodes & Rectifiers"                                                                                            
D71             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               32.6580      12.4000      270      "Schottky Diodes & Rectifiers"                                                                                            
D70             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               15.5850      12.4000      270      "Schottky Diodes & Rectifiers"                                                                                            
D69             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               242.0800     29.4740      270      "Schottky Diodes & Rectifiers"                                                                                            
D68             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               212.4650     29.4740      270      "Schottky Diodes & Rectifiers"                                                                                            
D67             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               195.3910     29.4740      270      "Schottky Diodes & Rectifiers"                                                                                            
D66             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               178.3180     29.4740      270      "Schottky Diodes & Rectifiers"                                                                                            
D65             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               161.2450     29.4740      270      "Schottky Diodes & Rectifiers"                                                                                            
D64             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               144.1710     29.4740      270      "Schottky Diodes & Rectifiers"                                                                                            
D63             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               127.0980     29.4740      270      "Schottky Diodes & Rectifiers"                                                                                            
D62             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               110.0250     29.4740      270      "Schottky Diodes & Rectifiers"                                                                                            
D61             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               92.9520      29.4740      270      "Schottky Diodes & Rectifiers"                                                                                            
D60             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               75.8780      29.4740      270      "Schottky Diodes & Rectifiers"                                                                                            
D59             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               58.8050      29.4740      270      "Schottky Diodes & Rectifiers"                                                                                            
D58             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               41.7320      29.4740      270      "Schottky Diodes & Rectifiers"                                                                                            
D57             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               20.1220      29.4740      270      "Schottky Diodes & Rectifiers"                                                                                            
D44             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               23.4690      46.5470      270      "Schottky Diodes & Rectifiers"                                                                                            
D56             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               237.5430     46.5470      270      "Schottky Diodes & Rectifiers"                                                                                            
D55             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               220.4650     46.5470      270      "Schottky Diodes & Rectifiers"                                                                                            
D54             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               203.3910     46.5470      270      "Schottky Diodes & Rectifiers"                                                                                            
D53             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               186.3180     46.5470      270      "Schottky Diodes & Rectifiers"                                                                                            
D52             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               169.2450     46.5470      270      "Schottky Diodes & Rectifiers"                                                                                            
D51             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               152.1710     46.5470      270      "Schottky Diodes & Rectifiers"                                                                                            
D50             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               135.0980     46.5470      270      "Schottky Diodes & Rectifiers"                                                                                            
D49             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               118.0250     46.5470      270      "Schottky Diodes & Rectifiers"                                                                                            
D48             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               100.9520     46.5470      270      "Schottky Diodes & Rectifiers"                                                                                            
D47             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               83.8780      46.5470      270      "Schottky Diodes & Rectifiers"                                                                                            
D46             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               66.8050      46.5470      270      "Schottky Diodes & Rectifiers"                                                                                            
D45             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               49.7320      46.5470      270      "Schottky Diodes & Rectifiers"                                                                                            
D43             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               254.6160     55.2000      270      "Schottky Diodes & Rectifiers"                                                                                            
D42             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               229.5430     63.6200      270      "Schottky Diodes & Rectifiers"                                                                                            
D41             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               212.4700     63.6200      270      "Schottky Diodes & Rectifiers"                                                                                            
D40             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               195.3970     63.6200      270      "Schottky Diodes & Rectifiers"                                                                                            
D39             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               178.3180     63.6200      270      "Schottky Diodes & Rectifiers"                                                                                            
D38             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               161.2450     63.6200      270      "Schottky Diodes & Rectifiers"                                                                                            
D37             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               144.1710     63.6200      270      "Schottky Diodes & Rectifiers"                                                                                            
D36             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               127.0980     63.6200      270      "Schottky Diodes & Rectifiers"                                                                                            
D35             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               110.0250     63.6200      270      "Schottky Diodes & Rectifiers"                                                                                            
D34             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               92.9520      63.6200      270      "Schottky Diodes & Rectifiers"                                                                                            
D33             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               75.8780      63.6200      270      "Schottky Diodes & Rectifiers"                                                                                            
D32             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               58.8050      63.6200      270      "Schottky Diodes & Rectifiers"                                                                                            
D31             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               41.7320      63.6200      270      "Schottky Diodes & Rectifiers"                                                                                            
D30             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               20.1220      63.6200      270      "Schottky Diodes & Rectifiers"                                                                                            
D29             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               246.0000     80.6270      270      "Schottky Diodes & Rectifiers"                                                                                            
D28             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               220.4000     80.6270      270      "Schottky Diodes & Rectifiers"                                                                                            
D27             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               203.4000     80.6270      270      "Schottky Diodes & Rectifiers"                                                                                            
D26             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               186.3000     80.6270      270      "Schottky Diodes & Rectifiers"                                                                                            
D25             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               169.2000     80.6270      270      "Schottky Diodes & Rectifiers"                                                                                            
D24             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               152.1000     80.6270      270      "Schottky Diodes & Rectifiers"                                                                                            
D22             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               117.9964     80.6270      270      "Schottky Diodes & Rectifiers"                                                                                            
D21             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               100.9000     80.6270      270      "Schottky Diodes & Rectifiers"                                                                                            
D20             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               83.8000      80.6270      270      "Schottky Diodes & Rectifiers"                                                                                            
D19             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               66.7000      80.6270      270      "Schottky Diodes & Rectifiers"                                                                                            
D18             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               49.7000      80.6270      270      "Schottky Diodes & Rectifiers"                                                                                            
D17             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               32.6000      80.6270      270      "Schottky Diodes & Rectifiers"                                                                                            
D16             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               15.5850      80.6270      270      "Schottky Diodes & Rectifiers"                                                                                            
D15             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               254.6000     101.7000     270      "Schottky Diodes & Rectifiers"                                                                                            
D14             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               237.5434     101.6962     270      "Schottky Diodes & Rectifiers"                                                                                            
D13             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               220.4828     101.7000     270      "Schottky Diodes & Rectifiers"                                                                                            
D12             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               203.4000     101.7000     270      "Schottky Diodes & Rectifiers"                                                                                            
D11             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               186.3000     101.7000     270      "Schottky Diodes & Rectifiers"                                                                                            
D10             BAT54LS-QYL                         TopLayer    DFN1006-2A                                               169.2318     101.7000     270      "Schottky Diodes & Rectifiers"                                                                                            
D9              BAT54LS-QYL                         TopLayer    DFN1006-2A                                               152.1718     101.7000     270      "Schottky Diodes & Rectifiers"                                                                                            
D8              BAT54LS-QYL                         TopLayer    DFN1006-2A                                               135.1000     101.7000     270      "Schottky Diodes & Rectifiers"                                                                                            
D7              BAT54LS-QYL                         TopLayer    DFN1006-2A                                               118.0172     101.7000     270      "Schottky Diodes & Rectifiers"                                                                                            
D6              BAT54LS-QYL                         TopLayer    DFN1006-2A                                               100.9515     101.7000     270      "Schottky Diodes & Rectifiers"                                                                                            
D5              BAT54LS-QYL                         TopLayer    DFN1006-2A                                               83.8673      101.7000     270      "Schottky Diodes & Rectifiers"                                                                                            
D4              BAT54LS-QYL                         TopLayer    DFN1006-2A                                               66.8000      101.7000     270      "Schottky Diodes & Rectifiers"                                                                                            
D3              BAT54LS-QYL                         TopLayer    DFN1006-2A                                               49.7340      101.7024     270      "Schottky Diodes & Rectifiers"                                                                                            
D2              BAT54LS-QYL                         TopLayer    DFN1006-2A                                               32.6551      101.7000     270      "Schottky Diodes & Rectifiers"                                                                                            
C18             "100nF 25V"                         BottomLayer CAPC1005X06L                                             111.5965     14.4545      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C17             "27pF 25V"                          BottomLayer CAPC1005X06L                                             136.2901     10.6172      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                                                 
C16             "27pF 25V"                          BottomLayer CAPC1005X06L                                             131.1000     14.8000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                                                 
C15             "100nF 25V"                         BottomLayer CAPC1005X06L                                             116.7000     12.1000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C14             "100nF 25V"                         BottomLayer CAPC1005X06L                                             119.7821     16.9713      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C13             "100nF 25V"                         BottomLayer CAPC1005X06L                                             118.7932     6.8849       270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C12             "100nF 25V"                         BottomLayer CAPC1005X06L                                             110.3062     12.7630      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C11             "10µF 16V"                          BottomLayer CAPC2012X14L                                             110.2000     11.5000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 25VDC"                                                                 
C10             "10µF 16V"                          BottomLayer CAPC2012X14L                                             109.3845     6.8664       0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 25VDC"                                                                 
C9              "100nF 25V"                         BottomLayer CAPC1005X06L                                             123.8226     19.2951      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C8              "100nF 25V"                         BottomLayer CAPC1005X06L                                             129.2000     12.0000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C7              "100nF 25V"                         BottomLayer CAPC1005X06L                                             124.1000     6.5000       270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C6              "100nF 25V"                         BottomLayer CAPC1005X06L                                             119.6932     6.8849       270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C5              "100nF 25V"                         BottomLayer CAPC1005X06L                                             116.7000     12.9000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C4              "1µF 16V"                           BottomLayer CAPC1608X10L                                             117.0171     8.2634       180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 16VDC"                                                                 
C3              "100nF 25V"                         BottomLayer CAPC1005X06L                                             129.2000     11.2000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C2              "1µF 16V"                           BottomLayer CAPC1608X10L                                             117.0137     9.4771       180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 16VDC"                                                                 
C1              "100nF 25V"                         BottomLayer CAPC1005X06L                                             116.7000     13.7000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
D1              BAT54LS-QYL                         TopLayer    DFN1006-2A                                               15.5853      101.7000     270      "Schottky Diodes & Rectifiers"                                                                                            
XTAL1           H130B-12.000-18-3030-TR             BottomLayer XTAL_H130B-12.000-18-3030-TR                             134.5000     13.1000      180      "CRYSTAL 12.0000MHZ 18PF SMD"                                                                                             
U2              TLV74033PDQNR                       BottomLayer X2SON-DFN                                                109.2580     9.5000       270      "LDO voltage regulator 300mA X2SON"                                                                                       
MP8             Edge_2,2mm                          TopLayer    MP_Keyboard_EdgeMounts_2.2mm                             261.3800     98.0490      180      "Edgemount for keyboard"                                                                                                  
MP7             Edge_2,2mm                          TopLayer    MP_Keyboard_EdgeMounts_2.2mm                             261.3800     11.2790      180      "Edgemount for keyboard"                                                                                                  
MP6             Edge_2,2mm                          TopLayer    MP_Keyboard_EdgeMounts_2.2mm                             171.7030     109.7640     270      "Edgemount for keyboard"                                                                                                  
MP5             Edge_2,2mm                          TopLayer    MP_Keyboard_EdgeMounts_2.2mm                             91.7030      109.7640     270      "Edgemount for keyboard"                                                                                                  
MP4             Edge_2,2mm                          TopLayer    MP_Keyboard_EdgeMounts_2.2mm                             171.7030     -0.4810      90       "Edgemount for keyboard"                                                                                                  
MP3             Edge_2,2mm                          TopLayer    MP_Keyboard_EdgeMounts_2.2mm                             91.7030      -0.4810      90       "Edgemount for keyboard"                                                                                                  
